-13.4, 0.0, 104.4
-13.0, 0.0, 104.9
-12.8, 0.0, 105.6
-12.7, 0.0, 106.3
-12.8, 0.0, 107.1
-12.9, 0.0, 108.0
-13.2, 0.0, 108.9
-13.6, 0.0, 109.8
-14.1, 0.0, 110.8
-14.8, 0.0, 111.8
-15.5, 0.0, 112.8
-16.2, 0.0, 113.8
-17.1, 0.0, 114.9
-18.0, 0.0, 115.9
-18.9, 0.0, 117.0
-20.0, 0.0, 118.0
-21.0, 0.0, 119.0
-22.1, 0.0, 120.0
-23.2, 0.0, 121.0
-24.3, 0.0, 121.9
-25.5, 0.0, 122.8
-26.6, 0.0, 123.7
-27.7, 0.0, 124.5
-28.8, 0.0, 125.3
-29.9, 0.0, 125.9
-31.0, 0.0, 126.6
-32.0, 0.0, 127.1
-32.9, 0.0, 127.5
-33.8, 0.0, 127.9
-34.7, 0.0, 128.2
-35.4, 0.0, 128.3
-36.1, 0.0, 128.4
-36.7, 0.0, 128.3
-37.2, 0.0, 128.1
-37.6, 0.0, 127.8
-37.9, 0.0, 127.4
-38.1, 0.0, 126.8
-38.1, 0.0, 126.1
-38.0, 0.0, 125.2
-38.0, 0.0, 125.2
-37.8, 0.0, 124.4
-37.5, 0.0, 123.8
-37.1, 0.0, 123.2
-36.6, 0.0, 122.8
-36.0, 0.0, 122.5
-35.2, 0.0, 122.3
-34.5, 0.0, 122.1
-33.6, 0.0, 122.1
-32.6, 0.0, 122.1
-31.6, 0.0, 122.3
-30.6, 0.0, 122.5
-29.4, 0.0, 122.7
-28.2, 0.0, 123.0
-27.0, 0.0, 123.4
-25.8, 0.0, 123.8
-24.5, 0.0, 124.2
-23.1, 0.0, 124.7
-21.8, 0.0, 125.3
-20.4, 0.0, 125.8
-19.0, 0.0, 126.4
-17.6, 0.0, 126.9
-16.2, 0.0, 127.5
-14.9, 0.0, 128.1
-13.5, 0.0, 128.7
-12.1, 0.0, 129.2
-10.8, 0.0, 129.8
-9.5, 0.0, 130.3
-8.2, 0.0, 130.8
-6.9, 0.0, 131.3
-5.7, 0.0, 131.7
-4.6, 0.0, 132.1
-3.5, 0.0, 132.4
-2.4, 0.0, 132.6
-1.4, 0.0, 132.8
-0.5, 0.0, 133.0
0.3, 0.0, 133.0
1.1, 0.0, 133.0
1.7, 0.0, 132.9
2.3, 0.0, 132.7
2.8, 0.0, 132.4
3.2, 0.0, 132.0
3.4, 0.0, 131.5
3.6, 0.0, 130.9
3.6, 0.0, 130.9
3.7, 0.0, 130.1
3.7, 0.0, 129.3
3.7, 0.0, 128.4
3.7, 0.0, 127.5
3.6, 0.0, 126.5
3.5, 0.0, 125.5
3.4, 0.0, 124.4
3.2, 0.0, 123.2
3.1, 0.0, 122.1
2.9, 0.0, 120.8
2.6, 0.0, 119.6
2.4, 0.0, 118.3
2.1, 0.0, 117.0
1.8, 0.0, 115.7
1.4, 0.0, 114.4
1.1, 0.0, 113.1
0.7, 0.0, 111.7
0.3, 0.0, 110.4
-0.1, 0.0, 109.1
-0.6, 0.0, 107.7
-1.0, 0.0, 106.4
-1.5, 0.0, 105.2
-2.0, 0.0, 103.9
-2.5, 0.0, 102.7
-3.0, 0.0, 101.5
-3.6, 0.0, 100.3
-4.1, 0.0, 99.2
-4.7, 0.0, 98.2
-5.3, 0.0, 97.2
-5.8, 0.0, 96.2
-6.4, 0.0, 95.3
-7.0, 0.0, 94.5
-7.6, 0.0, 93.7
-8.3, 0.0, 93.1
-8.9, 0.0, 92.5
-9.5, 0.0, 92.0
-10.1, 0.0, 91.6
-10.8, 0.0, 91.2
-11.4, 0.0, 91.0
-12.1, 0.0, 90.9
-12.7, 0.0, 90.9
-13.3, 0.0, 91.0
-14.0, 0.0, 91.2
-14.0, 0.0, 91.2
-14.9, 0.0, 91.5
-15.9, 0.0, 91.7
-16.9, 0.0, 91.6
-18.0, 0.0, 91.4
-19.0, 0.0, 91.1
-20.0, 0.0, 90.7
-21.1, 0.0, 90.1
-22.2, 0.0, 89.5
-23.2, 0.0, 88.7
-24.3, 0.0, 87.9
-25.4, 0.0, 87.1
-26.4, 0.0, 86.2
-27.5, 0.0, 85.3
-28.5, 0.0, 84.4
-29.5, 0.0, 83.5
-30.5, 0.0, 82.7
-31.5, 0.0, 81.8
-32.4, 0.0, 81.1
-33.3, 0.0, 80.4
-34.2, 0.0, 79.8
-35.0, 0.0, 79.2
-35.8, 0.0, 78.8
-36.6, 0.0, 78.6
-37.3, 0.0, 78.5
-38.0, 0.0, 78.5
-38.6, 0.0, 78.7
-39.1, 0.0, 79.2
-39.6, 0.0, 79.8
-40.0, 0.0, 80.6
-40.0, 0.0, 80.6
-40.3, 0.0, 81.4
-40.4, 0.0, 82.3
-40.5, 0.0, 83.2
-40.4, 0.0, 84.2
-40.2, 0.0, 85.2
-40.0, 0.0, 86.3
-39.6, 0.0, 87.3
-39.2, 0.0, 88.5
-38.7, 0.0, 89.6
-38.1, 0.0, 90.7
-37.4, 0.0, 91.9
-36.7, 0.0, 93.1
-36.0, 0.0, 94.2
-35.1, 0.0, 95.4
-34.3, 0.0, 96.5
-33.4, 0.0, 97.6
-32.4, 0.0, 98.7
-31.5, 0.0, 99.8
-30.5, 0.0, 100.8
-29.4, 0.0, 101.8
-28.4, 0.0, 102.7
-27.4, 0.0, 103.6
-26.3, 0.0, 104.4
-25.3, 0.0, 105.1
-24.2, 0.0, 105.8
-23.2, 0.0, 106.4
-22.2, 0.0, 106.9
-21.2, 0.0, 107.3
-20.2, 0.0, 107.7
-19.3, 0.0, 107.9
-18.4, 0.0, 108.0
-17.6, 0.0, 108.0
-16.8, 0.0, 107.9
-16.0, 0.0, 107.6
-15.3, 0.0, 107.3
-14.7, 0.0, 106.8
-14.7, 0.0, 106.8
-13.6, 0.0, 105.8
-13.0, 0.0, 105.3
-12.7, 0.0, 105.2
-12.6, 0.0, 105.5
-12.8, 0.0, 106.1
-13.2, 0.0, 106.9
-13.7, 0.0, 107.9
-14.3, 0.0, 109.1
-14.8, 0.0, 110.3
-15.3, 0.0, 111.6
-15.7, 0.0, 112.8
-15.9, 0.0, 113.9
-15.9, 0.0, 114.9
-15.6, 0.0, 115.7
-15.0, 0.0, 116.2
-13.9, 0.0, 116.4
-12.5, 0.0, 116.2
